0,7,0
0,27,1
0,13,0
0,47,1
0,12,0
0,12,0
0,100,0
0,13,1
0,12,0
0,22,0
0,12,0
0,13,0
0,64,0
0,11,0
0,13,0
0,44,0
0,13,0
0,51,0
0,15,1
0,44,0
0,16,1
0,4,1
0,31,1
0,5,0
0,27,0
0,5,0
0,16,0
0,63,0
0,12,1
0,2,0
0,23,1
0,22,0
0,28,0
0,108,0
0,63,1
0,27,1
0,22,1
0,24,0
0,75,1
0,66,1
0,22,0
0,22,0
0,141,0
0,22,0
0,7,1
0,66,0
0,16,1
0,71,1
0,28,1
0,154,1
0,90,1
0,51,0
0,23,0
0,22,0
0,108,1
0,5,0
0,5,0
0,5,0
0,70,0
0,12,0
0,12,0
0,70,1
0,60,0
0,1,0
0,61,1
0,49,1
0,75,1
0,22,0
0,22,0
0,15,0
0,11,0
0,22,1
0,95,0
0,66,0
0,0,1
0,12,0
0,66,0
0,15,0
0,51,0
0,51,1
0,11,1
0,0,1
0,51,0
0,94,0
0,11,0
0,11,0
0,4,0
0,49,1
0,22,0
0,69,1
0,23,0
0,23,0
0,23,0
0,9,1
0,23,0
0,16,0
0,15,0
0,144,0
0,69,1
0,16,0
0,15,0
0,16,0
0,16,1
0,7,1
0,27,0
0,75,0
0,12,0
0,85,0
0,14,0
0,3,0
0,23,1
0,14,1
0,7,1
0,1,0
0,1,0
0,98,0
0,1,1
0,147,0
0,83,0
0,12,0
0,147,0
0,12,0
0,70,1
0,97,1
0,144,0
0,144,0
0,95,0
0,0,0
0,26,1
0,16,1
0,4,1
0,66,0
0,53,0
0,74,1
0,66,0
0,0,1
0,98,0
0,21,0
0,144,0
0,69,0
0,6,0
0,144,0
0,82,0
0,76,1
0,63,1
0,82,0
0,2,1
0,75,1
0,7,1
0,12,1
0,75,1
0,12,0
0,102,0
0,119,0
0,102,0
0,51,0
0,51,0
0,12,0
0,144,0
0,6,0
0,36,0
0,51,0
0,14,1
0,31,1
0,95,1
0,15,1
0,74,1
0,11,0
0,58,1
0,22,0
0,140,1
0,97,0
0,70,1
0,53,0
0,97,1
0,67,0
0,118,1
0,60,0
0,64,0
0,14,0
0,119,0
0,97,0
0,66,0
0,11,0
0,66,0
0,4,1
0,97,1
0,53,0
0,66,0
0,72,1
0,2,0
0,82,0
0,97,1
0,4,1
0,82,0
0,75,0
0,75,0
0,66,0
0,66,0
0,95,0
0,95,0
0,95,0
0,1,1
0,60,0
0,82,0
0,66,0
0,69,1
0,90,1
0,66,0
0,11,0
0,97,0
0,51,0
0,70,1
0,16,1
0,70,0
0,97,0
0,23,0
0,14,1
0,22,0
0,31,0
0,56,0
0,95,1
0,48,1
0,51,0
0,5,1
0,82,0
0,70,0
0,7,1
0,64,0
0,98,0
0,0,0
0,51,0
0,15,1
0,34,1
0,13,0
0,9,1
0,51,1
0,97,1
0,22,0
0,22,0
0,98,0
0,31,0
0,0,0
0,75,1
0,60,0
0,37,0
0,11,0
0,64,0
0,5,0
0,12,1
0,95,0
0,1,1
0,11,0
0,11,0
0,23,0
0,0,0
0,69,0
0,34,0
0,11,0
0,23,0
0,11,1
0,0,0
0,31,0
0,11,0
0,5,0
0,51,0
0,154,0
0,15,0
0,53,0
0,70,0
0,65,0
0,34,0
0,51,0
0,119,0
0,70,0
0,24,0
0,23,0
0,82,0
0,22,1
0,12,0
0,31,0
0,53,0
0,23,1
0,22,1
0,34,0
0,12,0
0,31,0
0,53,0
0,11,1
0,14,1
0,2,1
0,2,0
0,70,0
0,128,0
0,0,0
0,11,1
0,22,1
0,15,0
0,15,1
0,12,1
0,70,1
0,119,0
0,23,0
0,34,0
0,12,1
0,33,0
0,33,1
0,28,0
0,63,0
0,147,0
0,82,0
0,15,1
0,34,0
0,28,0
0,89,0
0,63,0
0,28,1
0,100,0
0,89,1
0,2,0
0,55,0
0,158,1
0,100,0
0,42,0
0,141,1
0,63,0
0,143,1
0,128,1
0,82,1
0,55,0
0,42,0
0,23,1
0,82,1
0,31,1
0,59,1
0,34,0
0,70,1
0,69,1
0,11,0
0,15,0
0,49,1
0,0,1
0,52,0
0,55,0
0,69,1
0,0,1
0,81,0
0,11,1
0,51,0
0,28,0
0,5,0
0,7,0
0,50,1
0,50,1
0,2,0
0,69,1
0,60,1
0,119,0
0,7,1
0,9,1
0,2,0
0,14,1
0,136,0
0,15,0
0,12,0
0,63,1
0,5,0
0,15,0
0,12,0
0,75,1
0,5,0
0,136,1
0,22,1
0,5,0
0,70,1
0,105,0
0,97,0
0,36,1
0,31,0
0,5,0
0,11,1
0,22,0
0,27,1
0,1,1
0,105,1
0,59,0
0,93,0
0,12,0
0,12,0
0,15,0
0,13,0
0,12,1
0,66,0
0,15,1
0,95,1
0,13,1
0,89,0
0,11,0
0,24,0
0,49,1
0,63,1
0,97,1
0,37,0
0,15,0
0,11,0
0,11,0
0,97,0
0,21,0
0,93,0
0,15,1
0,13,0
0,66,0
0,22,1
0,12,0
0,89,1
0,22,0
0,30,0
0,49,1
0,9,0
0,0,0
0,34,1
0,143,0
0,0,0
0,75,1
0,47,0
0,143,1
0,12,0
0,34,1
0,66,1
0,66,1
0,85,1
0,143,1
0,22,0
0,23,0
0,171,1
0,2,1
0,93,0
0,66,0
0,23,0
0,34,0
0,50,1
0,69,1
0,22,1
0,22,1
0,23,0
0,12,0
0,59,1
0,12,0
0,81,0
0,65,1
0,141,1
0,138,0
0,0,0
0,12,1
0,23,1
0,153,0
0,126,1
0,66,1
0,22,0
0,34,0
0,51,0
0,6,0
0,12,0
0,119,0
0,66,1
0,23,1
0,6,0
0,123,0
0,65,0
0,28,0
0,63,1
0,148,0
0,148,0
0,123,1
0,64,0
0,16,0
0,3,0
0,123,0
0,110,1
0,65,0
0,123,0
0,97,1
0,3,1
0,31,1
0,27,0
0,54,0
0,94,0
0,123,1
0,64,1
0,34,0
0,23,1
0,13,0
0,110,0
0,82,0
0,123,1
0,80,1
0,110,1
0,28,1
0,11,0
0,9,1
0,42,0
0,127,1
0,123,1
0,30,0
0,42,1
0,114,0
0,28,0
0,94,0
0,70,1
0,37,0
0,16,0
0,31,1
0,16,0
0,145,1
0,114,1
0,12,0
0,51,0
0,4,0
0,16,1
0,3,0
0,114,1
0,7,1
0,103,0
0,12,0
0,51,1
0,42,1
0,23,0
0,16,0
0,7,0
0,51,0
0,110,0
0,114,1
0,6,0
0,16,0
0,6,0
0,4,0
0,51,0
0,23,0
0,6,0
0,51,0
0,30,0
0,11,1
0,110,1
0,125,1
0,51,1
0,42,0
0,51,0
0,110,0
0,42,0
0,145,0
0,123,1
0,4,0
0,119,0
0,16,0
0,103,1
0,52,0
0,51,1
0,145,1
0,103,0
0,7,0
0,51,0
0,23,0
0,28,0
0,23,0
0,16,0
0,82,0
0,42,0
0,1,0
0,145,1
0,16,0
0,41,0
0,0,0
0,42,0
0,7,0
0,42,0
0,156,1
0,1,1
0,27,0
0,51,1
0,24,1
0,70,0
0,41,1
0,156,1
0,145,0
0,125,1
0,5,0
0,11,0
0,88,1
0,7,0
0,0,0
0,157,0
0,12,1
0,123,1
0,156,0
0,145,1
0,114,0
0,9,0
0,0,0
0,66,1
0,4,0
0,7,1
0,9,1
0,89,0
0,22,0
0,4,0
0,66,0
0,60,0
0,60,0
0,123,1
0,66,0
0,156,1
0,42,0
0,70,1
0,60,0
0,1,1
0,65,1
0,89,1
0,60,0
0,66,0
0,85,0
0,156,1
0,143,0
0,143,1
0,19,1
0,0,0
0,60,0
0,66,0
0,69,0
0,66,0
0,156,1
0,143,0
0,103,0
0,89,1
0,157,0
0,103,1
0,60,0
0,60,0
0,66,0
0,75,1
0,89,1
0,0,0
0,7,0
0,20,1
0,156,1
0,66,0
0,89,1
0,157,1
0,9,0
0,114,0
0,60,0
0,143,1
0,143,0
0,0,1
0,51,0
0,7,0
0,66,0
0,145,0
0,1,0
0,143,0
0,97,1
0,22,0
0,125,1
0,145,1
